text,source,doc_type
"Version updated 20 March 2025 
o comply with obligations imposed by law; or 
o protect or pursue your, our, or a third party’s legitimate interests, including offering solutions that best meet 
your needs, 
your personal information may be processed through centralised functions and systems across entities in the FirstRand 
group of companies as well as cross-border and may be used for the purposes, in the manner, and with the appropriate 
controls as set out in our privacy notice.  
• Where it is necessary to obtain consent for processing outside of this privacy term, we will explicitly seek your consent 
separately. 
• We want to ensure that you fully understand how your personal information may be used. We described the purposes 
for which your personal information may be used in detail in our privacy notice. We also set out further information about 
accessing, correcting or objecting to the processing of your personal information in our privacy notice. We strongly advise",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"accessing, correcting or objecting to the processing of your personal information in our privacy notice. We strongly advise 
that you read our privacy notice, given its incorporation into your agreement with us and in these Standard T&Cs.  
• If you are a juristic person (for example, a company or a trust) it may also be necessary for the FirstRand group of 
companies to obtain personal information of parties who are related to your business or activity, such as members, 
directors, ultimate beneficial owners, shareholders or trustees (as applicable) and as set out in more detail in our privacy 
notice. 
• For the purposes of these Standard T&Cs, the responsible party is the party with whom you are contracting a solution 
(using a solution), as well as other entities in the FirstRand group of companies, which are listed in our privacy notice as 
responsible parties. For the contact details of these responsible parties, see our privacy notice.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"responsible parties. For the contact details of these responsible parties, see our privacy notice.  
8.  ADDRESSES FOR SENDING CORRESPONDENCE AND LEGAL NOTICES 
• We may communicate with you using any communication method.  
• We will send any communications to the contact details we have on record for you. We may also communicate with you 
using our platform interfaces and channels like our App or by means of a publication/advertisement in the media.  
• Legal documents and notices that we serve or deliver, will be served at your physical address/employment 
address/mortgaged property address/ registered address/ principal place of business/ last street address we have on 
record for you or your last known e -mail address or cell phone number as recorded on our system or the last known 
details we obtained. This is your chosen service address for legal documents and notices.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"details we obtained. This is your chosen service address for legal documents and notices.  
• You must send us any legal notices or summonses to the following address, which we choose as our domicilium: 
FirstRand Legal, 3rd Floor,4 Merchant Place, Corner Fredman Drive and Rivonia Road, Sandton, 2196 . [This address 
may differ for countries other than South Africa. Please refer to your solution agreement for an address in your country.] 
 
• You must immediately tell us if any of your contact details change. You can do this on our platform by making use of our 
unassisted and assisted interfaces and channels like visiting any branch or by calling our call centre. If you change your 
street address, you must give us proof of your new address. It may take up to 15  days for the change to reflect on our 
systems.  
 
• Where we may need to update your records, you agree that we may get your contact details from other companies in the 
FirstRand group of companies.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"systems.  
 
• Where we may need to update your records, you agree that we may get your contact details from other companies in the 
FirstRand group of companies.  
• Any correspondence we send to you will be considered to be delivered to you if:  
o delivered by hand during business hours (between 8h00 and 17h00) – on the date it was delivered.  
o posted by registered mail – at 10h00 on the fourth day after the post office issued the registration receipt.  
o posted by ordinary mail – at 10h00 on the fourth day after the document is posted.  
o sent by e-mail – on the date on which the document was e-mailed.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
o sent by SMS or MMS – on the date on which the document was sent.  
o sent by printable webpage – on the date the page is displayed.  
o sent by instant message App Push Notification or messaging via platform – on the date of transmission.  
• Any notices or correspondence we make available on our website, App, our ATM network, our bank branches or in the 
media will be considered to have been received by you on the date it was published.  
• A notice actually received by you is considered delivered even if the delivery method or address is not aligned to this 
clause.  
9. INDIRECT INTERFACE OR CHANNEL INSTRUCTIONS 
• We make various interfaces and channels available to you and you have the right to choose which interface or channel 
you wish to use. 
• We take reasonable steps to incorporate various verification and other security checks and measures into all our",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"you wish to use. 
• We take reasonable steps to incorporate various verification and other security checks and measures into all our 
interfaces and channels. However, direct interfaces  and channels (such as verified websites , cell phone banking and 
Apps) provide better protection to you than indirect and unsecured interfaces or channels (such as e-mail). We therefore 
encourage the use of direct interfaces or channels and discourage the use of indirect  interfaces or channels. Indirect 
interfaces and channels are methods of interaction that do not require identification and verification for interaction, like 
emails. 
• We make our indirect interfaces or channels available to you on the following basis only and you expressly acknowledge 
and agree that: 
o Indirect interfaces or channels carry various increased risks. For example, indirect communications 
can easily cause errors or can be intercepted, changed without your knowledge or consent or sent by",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"can easily cause errors or can be intercepted, changed without your knowledge or consent or sent by 
unauthorised individuals claiming to provide instructions on your behalf. There are also many factors 
associated with indirect interfaces or channels which are beyond our control. By using indirect  
interfaces or channels, you accept these risks. 
• Whilst we will take reasonable steps to verify the instructions we receive via indirect interfaces or channels: 
o we cannot provide any assurances in this regard, nor can we guarantee that our checks will prevent 
fraud. You bear the risk of fraud. 
o you alone are responsible for ensuring that we receive your instructions and that they are correct. 
o we will only be deemed to have received an instruction once we have confirmed receipt in writing  or over 
telephone. For clarity (but by way of example only), if an instruction is received more than once, or not at all,",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"telephone. For clarity (but by way of example only), if an instruction is received more than once, or not at all, 
or late, or in error, or if it contains inaccuracies, we cannot be held responsible. 
• You will have no claim against us for any loss or damage of any nature that you may suffer due to the use of 
indirect interfaces or channels, and you waive any such claim, except where such loss or damage was caused 
by our gross negligence. 
• You hereby indemnify and hold us harmless against any claim of any nature which you or any third party may 
have, relating to the use of indirect interfaces or channels, except where such claim arises due to our gross 
negligence. 
10. SECURE CHAT AND CALL 
• You can use Secure Chat on our Apps which allows users to chat with users or with us. Secure Chat may not be available 
on all Apps or in all countries. 
• Secure Chat is available to the account holders of qualifying accounts who additionally may have the authority to mandate",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"on all Apps or in all countries. 
• Secure Chat is available to the account holders of qualifying accounts who additionally may have the authority to mandate 
advisors to perform transactions on their behalf.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
• You can only use Secure Chat if you meet the eligibility criteria  and continue to comply with our solution agreements; 
applicable laws; regulations and industry rules.  
• There is currently no fee for the use of the Secure Chat service; however, we reserve the right to charge a fee at a later 
stage.  
• We do not assume liability for loss; whether direct or indirect; or damage which you may suffer from using the 
service such as loss or damage resulting from typographical errors, duplicate instructions or delayed messages 
due to a loss of connectivity not occasioned by us. 
• Users of Secure Chat services must be 18 years of age or older or a major.   
• Licence (relevant to the intellectual property held) : With respect to your chats, you grant us a non -exclusive, perpetual 
(i.e., everlasting), world -wide, royalty free, irrevocable (i.e., irreversible), fully sub -licensable and non -exclusive license",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"(i.e., everlasting), world -wide, royalty free, irrevocable (i.e., irreversible), fully sub -licensable and non -exclusive license 
to use, reproduce, modify, adapt, publish, translate, create derivative works from, di stribute and display such posts 
throughout the world in any media. 
 
• All chats will be between you and the other user only and we are not a party to the chats unless you are having a chat 
with our representatives. 
 
• While we may be capable of retrieving specific details of a chat, a retrieval can only be initiated based on a subpoena 
or to adhere to  our Information Manual prepared in accordance with Section 51 of the  South African Promotion of 
Access to Information Act  2 of 2000 or in terms if similar manuals or enabling legislation in the relevant country 
where we are established. 
 
• You must notify us immediately if you become aware of any unauthorised chat which are attributed to your profile. You",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"where we are established. 
 
• You must notify us immediately if you become aware of any unauthorised chat which are attributed to your profile. You 
can notify us using the contact details on our Apps or websites. 
 
• Violation of these Standard T & Cs may lead to the immediate removal of all your chats, irrespective of your 
individual chats' compliance with these Standard T & Cs , without notice, warning or explanation to you and 
could also lead to you not being allowed to use the Secure Chat services. 
 
• We will fully co-operate with any law enforcement authorities or court order requiring us to disclose the identity or other 
details of any person whose chats are in breach of these Standard T & Cs. 
 
11. ELECTRONIC VOUCHERS AND REDEMPTION OF DISCOUNT BENEFITS  
• Certain third parties offer electronic discounts on certain products or services via their computer system from time to time",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"11. ELECTRONIC VOUCHERS AND REDEMPTION OF DISCOUNT BENEFITS  
• Certain third parties offer electronic discounts on certain products or services via their computer system from time to time 
for redemption against products or services purchased.  We offer qualifying users the opportunity to receive these 
discounts when paying with their qualifying accounts or cards. The qualifying cards may change from time to time and 
you are encouraged to ensure that you check our interfaces and channels periodically for updates.  
 
• We do not distribute nor endorse any products or services to which the discounts apply.  Should you have any 
issues either with the service or product purchased you need to liaise with the relevant third -party where the 
purchase was made. We do not have any control over the products or services that the discounts are offered for 
and cannot be held liable for the unavailability of these products  or services in any way. Complaints regarding",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"and cannot be held liable for the unavailability of these products  or services in any way. Complaints regarding 
quality or quantity of the products purchased must be directed to the third -party concerned. Whilst we make 
every endeavour to ensure the accuracy of the discount offered, changes may be implemented from time to time.  
We do not accept any responsibility for any loss which may arise from accessing or reliance on the information 
from a third-party and to the extent permitted by law, we exclude all liability for loss or damages direct or indirect 
arising from use of this service. The service is a value-added service, and no fees are charged for the redemption 
of the discounts or benefits.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
12. AUTHORISED USERS 
• We will allow another person to act on you r behalf and to use, transact and access your solutions if you followed our 
prescribed process to give that person such authority. This includes the submission of know-your-client information about 
the authorised user, submission of relevant resolutions, authorisations or appointments of agents related to the authorised 
user, acceptance of terms and conditions applicable by the authorised user  and our verification and confirmation of the 
information and final acceptance of the authorised user. We refer to these persons as authorised users. 
• Anything done by your authorised user will be regarded as your actions or transactions and you will be liable 
for consequences of those actions or transactions. 
• You will be responsible for all debts authorised users incur including fees and charges, any overdrawn amounts",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"for consequences of those actions or transactions. 
• You will be responsible for all debts authorised users incur including fees and charges, any overdrawn amounts 
plus interest on those amounts. You will be responsible for anything they do or fail to do. 
• There is risk involved in appointing someone else as your authorised user. You must consider if restrictions or limits must 
apply. 
• You must provide correct and up to date information about the authorised users. You are responsible for deciding and 
checking what rights must be given to authorised users. 
• You must immediately notify us of any changes to your authorised user on the relevant interface. The changes will be 
effective when we update our records  which may take up to 30  calendar days. There might be legal requirements that 
must be met before a newly appointed authorised user can transact, e.g., know your customer requirements  and 
resolutions.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"must be met before a newly appointed authorised user can transact, e.g., know your customer requirements  and 
resolutions. 
• You can cancel an authorised user’s rights at any time.  You will be liable for all actions of an authorised user until our 
process to remove the authorised user has been finalised, including any future dated payments. 
• The rights you gave to any authorised user will also come to an end where the law requires it, such as on your death or 
if you become legally incompetent or by court order. 
 
13. EVENTS BEYOND OUR CONTROL 
• At certain times, we may be prevented from providing solutions to you or fulfilling our obligations to you because of things 
or events that are outside of our control. This includes, but is not limited to: 
o involuntary interruptions outside of our control such as electricity failures or blackouts or the unavailability of 
any telecommunications system or networks; 
o government actions; or",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"o involuntary interruptions outside of our control such as electricity failures or blackouts or the unavailability of 
any telecommunications system or networks; 
o government actions; or 
o wars, fires, floods, strikes, civil unrest, epidemics.  
• In such cases we will not be responsible for any failure to perform any of our obligations to you or any person  
(including users of our  platform), and our obligations will be suspended, for as long as such interruptions 
continue. We may if we choose to , where possible, give you prior notice of interruptions and changes, but we 
have no duty to do so.  
• Without limiting the clauses before, we will not be legally responsible to you  or any person for any loss, costs, 
expenses, damages, or any claims, lawsuits, demands, of any kind whatsoever, whether brought by an individual 
or any entity, because of any service interruptions that were beyond our reasonable control. 
14. PREVENTION OF HARM AND EXCLUSION OF LIABILITY",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"or any entity, because of any service interruptions that were beyond our reasonable control. 
14. PREVENTION OF HARM AND EXCLUSION OF LIABILITY 
• Although we take reasonable care to prevent harm or loss to you, we will not be liable for any kind of loss or 
damage you may suffer, including direct, indirect, special, incidental or consequential damages, because of your 
use of, or inability to use, the platform, interfaces, channels or solutions.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
• TAKE NOTE:  We are not liable for the following: 
o any loss or damage, which you or any other party may suffer due to unauthorised interception or  
surveillance; 
o any loss or damage if you did not take reasonable steps to safeguard your account, the PIN or 
passwords, cards, devices or other access mechanisms or follow the steps recommended by us from 
time to time; and 
o late or delayed transactions not caused by our gross negligence.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
15. PREVENTION OF CRIMINAL ACTIVITIES AND TERMINATION OF CUSTOMER RELATIONSHIP 
• In this clause, references to “we”, “us” or “our” are references to the entities in the FirstRand Group of companies (which 
includes but is not limited to FirstRand Bank Limited (Registration Number 1929/001225/06) (and acting through any of 
its divisions), and all affiliates, associates, cessionaries, delegates and successors in title. 
• The entities within the FirstRand Group of companies (as defined in the FirstRand Group Customer Privacy Notice and 
which can be found on the FirstRand website or you can contact us to request a copy) try to stop or prevent criminal 
activities including ta x crimes, money laundering, terrorist financing, weapons proliferation financing and international 
sanctions circumvention and are obligated in terms of its regulatory requirements to start measures to prevent these.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"sanctions circumvention and are obligated in terms of its regulatory requirements to start measures to prevent these.  
• You must use our solutions, interfaces and channels in compliance with all applicable laws and our requirements including 
but not limited to preventing bribery and corruption, human trafficking, money laundering, terrorist financing, weapons 
proliferation financing, tax crimes and avoidance, counterterrorism and local (from any country) and international 
sanctions.  
• In keeping with our legal and regulatory obligations and in line with our contractual rights, the FirstRand group of 
companies may: 
o choose the customers we wish to do business with;  
o identify risks that customers may expose the group to; and 
o within our discretion, may decide whether the banking relationship should continue.  
• These decisions will always be carefully considered, and we will not make decisions based on grounds which are not",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"• These decisions will always be carefully considered, and we will not make decisions based on grounds which are not 
allowed such as race, nationality, gender, or religion. 
• Various laws, including but not limited to the Financial Intelligence Centre Act, 2001 as amended (FICA) requires that we 
know and understand our customers.  
• We also need to manage our risk exposure, including reputational risk, in a responsible manner. To manage risk as 
needed, we identify and monitor any risk that our business relationships may pose to us on an ongoing basis. 
• As a result of this, the FirstRand group of companies can do any of the following things if we consider it necessary to do 
so, or domestic laws or international laws, rules, regulations, restrictions or policies require us to do so: 
o We may check and confirm the identity of any customer and entity as well as that of any related persons to or",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"o We may check and confirm the identity of any customer and entity as well as that of any related persons to or 
acting on behalf of or involved with such customers or entities and of any recipients of funds regardless of 
where they bank. This includes, but is not limited to, mandated persons, directors, trustees, signatories, ultimate 
beneficial owners, members, shareholders and related entities or persons. We will do this at the start of the 
business relationship and as often as we or the law considers neces sary thereafter. We may also request, 
check and confirm information related to source of funds and any other information which we may reasonably 
need.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
o We are obligated to monitor any transactions and instructions on your solutions at the beginning and/or on a 
continuing basis. 
o We can request further information to verify the transaction, source of funds, instruction or beneficiary before 
acting on any instruction or transaction in accordance with various laws. This may result in a delay in us carrying 
out the instruction or transaction. 
o We may refuse to carry out any instruction or transaction. 
o We may refuse to do business with any person or entity where we consider their behaviour or associations to 
be outside of our risk appetite or where they are involved in ethically sensitive activities, as determined by us. 
o We will not willingly and knowingly do business with any person or entity:  
•   that appears on any sanction list, as set out by legislation or used by us in the management of our",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"o We will not willingly and knowingly do business with any person or entity:  
•   that appears on any sanction list, as set out by legislation or used by us in the management of our 
risk, including any person or entity who facilitates or is involved in activities with sanctioned persons,  
•   deals with high-risk countries,  
•   who is in any way linked to any person or entity that appears on such sanction list, 
•   is linked to any restricted countries or the government agencies of such restricted countries as 
determined from time to time. 
o In the case of fraud, suspected fraud, or where the law requires us, we can freeze your solution or terminate 
the banking relationship or service, or we can decline receipt of funds or refuse to carry out any instruction or 
transaction without notice to you. Fraud or suspected fraud includes (but is not limited to) instances where you",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"transaction without notice to you. Fraud or suspected fraud includes (but is not limited to) instances where you 
receive funds through misrepresentation; you allow your solution to be used by a third party for fraudulent 
purposes such as a mule account or you provide false or not enough information to us. Please refer to the 
Security Centre tab on our Apps and websites for more information on the different types of fraud. 
o We can terminate or temporarily restrict our relationship with you or your applicable solution (subject to the 
solution agreement) if we are made to do so by law or if we have reason to believe that a continued relationship 
will expose us to reputational, business or any other risk which may be outside of our risk appetite. Risk appetite 
means the level or type of risk we are prepared to accept, from time to time. 
o Where we choose to terminate the relationship, and to the extent permitted by law, we will provide you with",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"means the level or type of risk we are prepared to accept, from time to time. 
o Where we choose to terminate the relationship, and to the extent permitted by law, we will provide you with 
reasonable notice of termination.  
o You may also terminate the relationship with us, or your applicable solution (subject to the solution agreement). 
o We will, to the extent possible, provide reasonable assistance to you to close, terminate or transfer to another 
bank a solution upon us receiving a request from you for us to do so. We will not impose any unreasonable 
barriers to you in these circumstances.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
o We can monitor any transactions and instructions on your solutions at inception and/or on a continuing basis.  
o We can place a hold on any account, facility or solution. 
• You agree to assist us to comply with the law and our internal risk requirements by providing us with all the information 
and documents we need. If you fail to do so or provide false or inadequate information or if the information you provide 
is outdated, we can refuse to enter into a relationship with you, refuse to carry out an instruction (including an instruction 
to transfer available funds and close a solution), suspend access to your participation in and the use of any rewards 
and/or customer benefits  associated with any solution, restrict access to your solution, our channels and interfaces by 
placing a hold on your solution and can also terminate our relationship with you.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"placing a hold on your solution and can also terminate our relationship with you.  
• TAKE NOTE: While we do our best to provide service to you, there might be certain situations beyond our control 
in providing these services. If we need to take actions to comply with the law, or if a foreign bank is unable to 
carry out an instruction due t o their policies or governmental regulations, we unfortunately cannot take 
responsibility for any resulting loss or inconvenience to you.  
• IMPORTANT: Our Guide and all necessary documents containing the circumstances that may lead to our refusal 
to provide a solution or render a financial service, or the withdrawal, termination or closure of a solution or 
withdrawal or termination of a financ ial service, is available on our Apps and websites. Alternatively, you can 
contact us to request a copy. Please refer to the Legal tab on our Apps and websites to access these documents.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"contact us to request a copy. Please refer to the Legal tab on our Apps and websites to access these documents.  
16. ADMINISTRATION, DEBT REVIEW, INSOLVENCY, SEQUESTRATION AND BUSINESS RESCUE 
• You must tell us immediately if you apply for, are placed under , an administration order , debt review, sequestrated, 
liquidated, placed under business rescue, judicial management, curatorship, receivership or any similar limitation is 
applied to you  (whether provisional or final) , or any government agency exercises any resolution powers or option in 
respect of you or you  become legally incompetent , is deregistered  or is in the process of deregistration, or failed to 
maintain your corporate identity, dissolves or if you cease to conduct business in the ordinary course. 
• If you are sequestrated, liquidated, wound-up, deregistered, failed to maintain your corporate identity, dissolved, or any",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"• If you are sequestrated, liquidated, wound-up, deregistered, failed to maintain your corporate identity, dissolved, or any 
similar limitation is applied to you (whether provisional or final) the full amount you owe us will be payable and access to 
any money in your solutions will be restricted. 
• If you pass away, the full amount you owe us will be payable and third-party access to any money in your solutions will 
be restricted. 
17. CERTIFICATES OF BALANCE AND RECORDS 
• If we need to take legal action against you, one of our authorised employees whose authority need not be proved  will 
produce a certificate, which shows the amount you owe us. If you do not agree with this certificate, you will have to prove 
that it is wrong. 
• If there is a dispute about any matter or record, our records  certified as correct by any authorised employee whose 
authority need not be proved, will serve on the face of it as proof. This means it will be treated as correct unless you can",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"authority need not be proved, will serve on the face of it as proof. This means it will be treated as correct unless you can 
prove it is wrong. 
18. SET-OFF 
•  Where the law gives us the right, we may:  
o Place your money (credits) on hold until we have a discussion with you about any amount you owe us.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
o Set-off any outstanding amounts that are due and payable by you to us against money (credits) in other solution 
accounts you have with us. 
• We will notify you if we apply set-off. 
19. JURISDICTION AND COSTS 
• We can take legal action against you in a Magistrates’ Court or lower court that has jurisdiction. We may also take legal 
action against you in the High Court, Supreme Court or any other competent court with jurisdiction in our sole discretion. 
• You agree that we may charge legal and collection fees, stamp duty, costs and charges and taxes to your solution and 
that it will form part of the outstanding balance. 
• You will be liable for our legal fees, costs and charges we demand subject to any requirements of the law . Such costs 
may include, but are not limited to, tracing costs, collection commission, legal costs to issue and serve summons, obtain",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"may include, but are not limited to, tracing costs, collection commission, legal costs to issue and serve summons, obtain 
judgment, issue warrants or writs, effect attachment and arrange a sale in execution, disbursements and sheriff’s/bailiff’s 
fees. 
• These fees, costs and charges remain due, owing and payable by you until settled in full. 
20.  CHANGES TO THESE STANDARD TERMS AND CONDITIONS 
• No changes to these Standard T & Cs  and no waiver (giving up) of any of our rights will be binding on us unless it is 
recorded in writing and signed or issued or accepted by our authorised representatives. 
• We may change or update these Standard T & Cs at any time.  Changes may be required for reasons including (1) new 
regulations or regulator guidance has been introduced or existing regulations or regulator guidance has changed; (2) we 
updated or changed our interfaces , channels or solutions; (3) we introduced new ways in which to combat fraud; or (4)",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"updated or changed our interfaces , channels or solutions; (3) we introduced new ways in which to combat fraud; or (4) 
changes in technology or our processes or industry standards.   
• Where the changes are in our view important, we will notify you of the changes via the interface, channel or by sending 
a notice to you, for example a letter, e -mail, SMS or App Push Notification. A change will be regarded as important if 
such change may have a significant impact on you including your rights, a change that could lead to a penalty to you or 
a change to the relationship between us.  Your continued use of our interfaces, channels and solutions will be regarded 
as an acceptance of the change. 
• If you do not want to accept any of the changes, you may cancel your whole relationship with us by cancelling and settling 
each solution agreement in accordance with  the terms specified in the solution agreement. Termination of a solution",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"each solution agreement in accordance with  the terms specified in the solution agreement. Termination of a solution 
agreement shall only take effect once all obligations in terms of the applicable solution agreement are complete. 
• Changes will only apply to rights and obligations from the date of the change going forward. 
21. VALUE-ADDS 
• To qualify for any value -added solutions, your FirstRand group of companies’ relationship must be in good standing. 
Good standing means that none of your solutions should be overdrawn, or be in arrears, or be in default, or be subject 
to any legal process with the FirstRand group of companies.  
• Legal process means any legal proceedings in any court of law involving you and the FirstRand group of companies 
including but not limited to business rescue, judicial management, curatorship, receivership, collections, liquidation, 
administration, wounding-up and sequestration proceedings.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"including but not limited to business rescue, judicial management, curatorship, receivership, collections, liquidation, 
administration, wounding-up and sequestration proceedings.  
• For the purposes of this clause, legal process will exclude debt review, but this will still have an effect on the qualifying  
criteria of all value-added solutions.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
22. BREACH OF CONTRACT 
• In the event of either party committing a breach of any of these Standard T&Cs, the non-breaching party may give notice, 
provided that such breach is capable of being remedied, to the party in breach to remedy such breach within a period of 
7 calendar days after receipt of the written notice. 
• If the breaching party fails to remedy the breach within the notice period, the non-breaching party may, in its sole 
discretion and without prejudice to any of its other rights in law, either claim specific performance, or cancel these 
Standard T&Cs on immediate written notice. 
• In addition, the non-breaching party shall be entitled to claim and recover damages from the breaching party.  
• We may cancel these Standard T&Cs at any time on immediate written notice to you if: 
o you commit a breach of these Standard T&Cs which cannot be remedied;",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"• We may cancel these Standard T&Cs at any time on immediate written notice to you if: 
o you commit a breach of these Standard T&Cs which cannot be remedied; 
o you are, other than for the purposes of reconstruction or amalgamation, placed under voluntary or compulsory 
liquidation, winding -up, business rescue , judicial management , placed under curatorship, receivership , 
deregistered or the equivalent of any of these in any jurisdiction; 
o a judgment against you for which no appeal lies or for which the period for lodging an appeal (excluding any 
period to seek condonation) has expired and remains unsatisfied for a period of at least 30 calendar days;  
o you make or offer to make a general assignment or any arrangement or composition with or for the benefit of 
your creditors generally (or any class of its creditors) for releasing you wholly or partially from your debts;  
o you are or become a sanctioned entity;",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"your creditors generally (or any class of its creditors) for releasing you wholly or partially from your debts;  
o you are or become a sanctioned entity; 
o you contravene any sanctions or are placed on any sanctions list by any sanction’s authority; or 
o participate in, facilitate, are or become the beneficiary of any sanctioned transaction. 
23. ASSIGNMENT, CESSION AND DELEGATION 
• You may not cede, assign, transfer or make over any rights or delegate any obligations in terms of these Standard T&Cs.  
• You consent to any cession of our rights and to any delegation of our obligations including security held under  these 
Standard T & Cs.  
• You agree to splitting of claims which may arise as a result of a cession and/or delegation by us as contemplated in these 
Standard T&Cs.  
• Without notice to you, we (or any person to whom our rights and obligations are ceded, delegated and assigned) will be",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Standard T&Cs.  
• Without notice to you, we (or any person to whom our rights and obligations are ceded, delegated and assigned) will be 
allowed to cede, delegate and assign any or all of our rights and obligations under these Standard T&Cs, either absolutely 
or as collateral security to any third party.  
• If any agreement and document must be entered into by or on your behalf about the cession or delegation, you agree to 
action either your signature or acceptance upon our request.  
• Upon cession, delegation and assignment  and on notice to you, you must make payment directly to the cessionary, 
without any set-off, deduction or withholding.  
• You agree that we may share  these Standard T&Cs  and information about you with any person to whom we cede, 
delegate and assign our rights and obligations under these Standard T&Cs.  
• If these Standard T&Cs are ceded and delegated (assigned) to another, the payment instruction may also be ceded and",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"delegate and assign our rights and obligations under these Standard T&Cs.  
• If these Standard T&Cs are ceded and delegated (assigned) to another, the payment instruction may also be ceded and 
delegated (assigned) to that person. 
• Personal information and information related to a user of the platform may be transferred to another entity in the FirstRand 
group of companies – this may include your personal information, information, and data. That entity will adhere to all 
privacy laws, all privacy undertakings the FirstRand group of companies has given and all processing and marketing",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
